airline,source,destination,dep_time,arrival_time,duration,total_stops,additional_info,price,month,day
IndiGo,Banglore,New Delhi,afternoon,afternoon,10800,0,No info,8033,3,9
Jet Airways,Banglore,Delhi,morning,afternoon,10500,0,No info,7229,5,18
IndiGo,Kolkata,Banglore,evening,mid_night,18900,1,No info,6911,6,9
Jet Airways,Delhi,Cochin,evening,evening,82800,2,No info,14300,6,27
Air India,Kolkata,Banglore,morning,mid_night,66000,2,No info,13033,6,9
IndiGo,Banglore,Delhi,mid_night,morning,10200,0,No info,3943,5,24
SpiceJet,Banglore,New Delhi,morning,afternoon,10500,0,No info,6205,3,9
IndiGo,Delhi,Cochin,morning,evening,34200,1,No info,14871,3,6
Jet Airways,Mumbai,Hyderabad,mid_night,mid_night,5100,0,No info,5678,5,18
Multiple carriers,Delhi,Cochin,morning,evening,27900,1,No info,16108,6,1
Jet Airways,Banglore,New Delhi,evening,morning,46500,1,No info,17261,3,6
SpiceJet,Banglore,Delhi,mid_night,morning,9600,0,No info,3311,5,12
IndiGo,Kolkata,Banglore,morning,afternoon,9300,0,No info,4174,4,12
IndiGo,Banglore,Delhi,afternoon,evening,10200,0,No info,4823,6,9
Air India,Banglore,New Delhi,evening,afternoon,55200,1,No info,8425,3,9
Jet Airways,Banglore,Delhi,morning,afternoon,10500,0,No info,7229,5,15
GoAir,Delhi,Cochin,morning,evening,32400,1,No info,5281,6,9
Jet Airways,Delhi,Cochin,morning,mid_night,73500,1,No info,17549,3,9
Multiple carriers,Delhi,Cochin,morning,evening,46800,1,No info,13797,6,3
IndiGo,Banglore,Delhi,morning,morning,10200,0,No info,4823,4,12
Air India,Delhi,Cochin,afternoon,morning,57300,1,No info,7258,6,3
Multiple carriers,Delhi,Cochin,afternoon,mid_night,45900,1,No info,18192,3,3
Air India,Kolkata,Banglore,morning,mid_night,69900,2,No info,13899,5,1
Jet Airways,Kolkata,Banglore,afternoon,evening,24000,1,In-flight meal not included,10844,5,9
Jet Airways,Kolkata,Banglore,morning,morning,87000,1,No info,14151,5,12
Multiple carriers,Delhi,Cochin,afternoon,mid_night,37200,1,No info,15147,3,6
GoAir,Banglore,Delhi,morning,morning,10500,0,No info,3898,6,15
IndiGo,Delhi,Cochin,mid_night,afternoon,39900,1,No info,6818,5,15
Jet Airways,Kolkata,Banglore,afternoon,afternoon,70200,1,No info,14781,5,15
Air Asia,Kolkata,Banglore,afternoon,evening,30000,2,No info,5192,5,21
Jet Airways,Delhi,Cochin,mid_night,afternoon,25500,2,No info,14441,6,27
Jet Airways,Kolkata,Banglore,evening,evening,88800,1,No info,14151,5,24
IndiGo,Kolkata,Banglore,evening,evening,13200,1,No info,4226,5,18
Air India,Delhi,Cochin,evening,evening,82800,2,No info,13381,5,27
Multiple carriers,Delhi,Cochin,mid_night,evening,50700,1,No info,10678,6,15
Jet Airways,Delhi,Cochin,morning,evening,26400,1,No info,12242,3,27
Jet Airways,Mumbai,Hyderabad,mid_night,mid_night,5100,0,In-flight meal not included,4995,6,21
Jet Airways,Delhi,Cochin,evening,mid_night,27000,1,In-flight meal not included,10262,6,1
SpiceJet,Kolkata,Banglore,evening,mid_night,8400,0,No check-in baggage included,3841,4,15
Jet Airways,Kolkata,Banglore,evening,afternoon,57600,1,In-flight meal not included,9663,5,9
IndiGo,Kolkata,Banglore,morning,afternoon,9300,0,No info,5224,4,18
Multiple carriers,Delhi,Cochin,morning,evening,43800,1,No info,14533,5,18
SpiceJet,Mumbai,Hyderabad,evening,mid_night,5400,0,No info,2017,5,24
Jet Airways,Banglore,Delhi,evening,evening,11100,0,In-flight meal not included,5769,6,12
Multiple carriers,Delhi,Cochin,morning,evening,29100,1,No info,11622,3,21
IndiGo,Banglore,Delhi,evening,evening,10500,0,No info,4823,4,3
Jet Airways,Banglore,New Delhi,afternoon,morning,76800,1,In-flight meal not included,7832,3,21
Multiple carriers,Delhi,Cochin,morning,evening,42300,1,No info,9001,6,24
IndiGo,Mumbai,Hyderabad,afternoon,afternoon,5400,0,No info,2754,6,27
Jet Airways,Banglore,Delhi,morning,morning,10800,0,No info,7229,5,24
IndiGo,Delhi,Cochin,evening,mid_night,16800,1,No info,6937,3,9
Air India,Kolkata,Banglore,morning,mid_night,55200,2,No info,13033,6,6
SpiceJet,Banglore,Delhi,mid_night,morning,9600,0,No info,3625,5,3
Jet Airways,Delhi,Cochin,evening,evening,77700,2,No info,13292,6,27
Air India,Banglore,New Delhi,morning,morning,91500,2,No info,12778,3,12
SpiceJet,Kolkata,Banglore,afternoon,afternoon,9000,0,No check-in baggage included,3841,6,1
IndiGo,Mumbai,Hyderabad,evening,evening,5100,0,No info,2227,3,18
SpiceJet,Kolkata,Banglore,morning,afternoon,31200,1,No info,6171,5,9
Air India,Kolkata,Banglore,afternoon,morning,71700,2,No info,10676,5,12
Jet Airways,Delhi,Cochin,evening,afternoon,61500,2,No info,13014,6,24
IndiGo,Mumbai,Hyderabad,mid_night,mid_night,5400,0,No info,2754,3,18
Air India,Delhi,Cochin,afternoon,morning,51900,2,No info,8367,3,27
Jet Airways,Delhi,Cochin,mid_night,mid_night,94200,1,In-flight meal not included,5177,4,3
SpiceJet,Kolkata,Banglore,afternoon,evening,9000,0,No info,4174,4,18
Multiple carriers,Delhi,Cochin,morning,evening,36900,1,No info,9794,5,15
Multiple carriers,Delhi,Cochin,morning,afternoon,23100,1,No info,10486,5,27
Multiple carriers,Delhi,Cochin,morning,evening,40500,1,No info,15058,5,21
IndiGo,Kolkata,Banglore,evening,mid_night,9300,0,No info,4804,4,27
Jet Airways,Delhi,Cochin,afternoon,evening,99900,1,No info,17024,3,6
GoAir,Kolkata,Banglore,afternoon,mid_night,27300,1,No info,8855,5,12
Air India,Delhi,Cochin,evening,morning,38400,1,No info,8372,6,9
Jet Airways,Mumbai,Hyderabad,mid_night,mid_night,5100,0,In-flight meal not included,4050,6,24
Jet Airways,Banglore,Delhi,morning,afternoon,10500,0,No info,7229,5,12
SpiceJet,Mumbai,Hyderabad,mid_night,morning,4800,0,No check-in baggage included,2385,3,18
GoAir,Banglore,Delhi,morning,afternoon,10200,0,No info,3898,6,24
IndiGo,Banglore,New Delhi,mid_night,mid_night,9900,0,No info,6860,3,3
SpiceJet,Delhi,Cochin,morning,morning,18900,1,No info,6749,5,27
Air India,Kolkata,Banglore,afternoon,evening,31500,2,No info,15107,5,21
Jet Airways,Delhi,Cochin,morning,mid_night,67500,2,In-flight meal not included,10368,6,15
Jet Airways,Banglore,New Delhi,morning,evening,51600,1,In-flight meal not included,7832,3,21
SpiceJet,Mumbai,Hyderabad,afternoon,afternoon,5400,0,No check-in baggage included,2385,5,27
IndiGo,Kolkata,Banglore,afternoon,afternoon,9000,0,No info,4804,6,24
Air India,Delhi,Cochin,afternoon,evening,95700,2,No info,8236,3,21
IndiGo,Delhi,Cochin,morning,evening,34200,1,No info,6416,3,27
Jet Airways,Delhi,Cochin,morning,evening,27000,1,In-flight meal not included,10262,6,9
Jet Airways,Delhi,Cochin,evening,evening,72600,1,No info,14714,6,9
SpiceJet,Kolkata,Banglore,afternoon,evening,19800,1,No info,7646,4,1
Air India,Delhi,Cochin,evening,morning,45900,1,No info,7480,6,1
Vistara,Chennai,Kolkata,afternoon,evening,8400,0,No info,11982,5,27
Multiple carriers,Delhi,Cochin,morning,evening,31200,1,No info,8309,5,18
Jet Airways,Delhi,Cochin,mid_night,afternoon,25500,2,In-flight meal not included,13344,6,9
Air India,Kolkata,Banglore,evening,morning,53400,1,No info,4227,4,1
Air India,Delhi,Cochin,afternoon,morning,70800,2,No info,9706,3,21
SpiceJet,Mumbai,Hyderabad,afternoon,afternoon,5400,0,No info,2017,5,6
IndiGo,Delhi,Cochin,morning,evening,50100,1,No info,6442,6,12
Jet Airways,Banglore,Delhi,evening,evening,11100,0,No info,8016,6,15
IndiGo,Delhi,Cochin,morning,afternoon,19200,1,No info,5298,4,1
Vistara,Banglore,Delhi,afternoon,evening,9300,0,No info,4878,5,21
Jet Airways,Delhi,Cochin,afternoon,mid_night,51900,1,In-flight meal not included,10262,6,24
IndiGo,Kolkata,Banglore,mid_night,morning,18000,1,No info,4176,5,12
IndiGo,Delhi,Cochin,morning,mid_night,50700,1,No info,5883,6,15
Multiple carriers,Delhi,Cochin,morning,evening,32400,1,No info,12717,6,6
IndiGo,Chennai,Kolkata,morning,morning,8400,0,No info,3850,5,12
IndiGo,Chennai,Kolkata,evening,evening,8400,0,No info,3597,5,27
SpiceJet,Mumbai,Hyderabad,afternoon,afternoon,5400,0,No check-in baggage included,2175,5,9
Air Asia,Banglore,Delhi,evening,mid_night,10200,0,No info,7080,4,12
Jet Airways,Kolkata,Banglore,evening,morning,39900,1,In-flight meal not included,8849,4,1
Jet Airways,Kolkata,Banglore,morning,evening,41100,1,In-flight meal not included,9899,6,12
Vistara,Banglore,Delhi,morning,morning,9600,0,No info,4878,6,15
Multiple carriers,Delhi,Cochin,morning,evening,42300,1,No info,7787,5,9
SpiceJet,Chennai,Kolkata,afternoon,evening,8400,0,No info,3597,5,3
GoAir,Delhi,Cochin,morning,evening,32400,1,No info,5281,4,1
Vistara,Kolkata,Banglore,evening,evening,81000,1,No info,9345,5,15
IndiGo,Delhi,Cochin,morning,evening,38100,1,No info,6442,6,24
IndiGo,Delhi,Cochin,morning,evening,42300,1,No info,6838,6,6
SpiceJet,Chennai,Kolkata,afternoon,evening,8400,0,No info,3597,6,3
SpiceJet,Mumbai,Hyderabad,mid_night,morning,4800,0,No info,3173,3,21
Multiple carriers,Delhi,Cochin,evening,mid_night,26100,1,No info,13377,6,3
Jet Airways,Kolkata,Banglore,evening,evening,77700,1,In-flight meal not included,9314,5,9
Multiple carriers,Delhi,Cochin,afternoon,evening,32700,1,No info,9856,3,9
Air India,Delhi,Cochin,morning,evening,40500,1,No info,8372,5,21
Jet Airways,Kolkata,Banglore,evening,evening,84000,1,In-flight meal not included,7064,4,1
IndiGo,Kolkata,Banglore,evening,mid_night,9300,0,No info,4804,5,1
Jet Airways,Delhi,Cochin,mid_night,evening,48600,2,In-flight meal not included,13029,5,27
IndiGo,Delhi,Cochin,afternoon,evening,29400,1,No info,7640,5,24
Jet Airways,Banglore,New Delhi,morning,afternoon,26100,1,No info,22270,3,1
Air India,Banglore,Delhi,evening,evening,10200,0,No info,4441,4,1
Jet Airways,Delhi,Cochin,morning,mid_night,69900,1,In-flight meal not included,12898,5,27
Jet Airways,Kolkata,Banglore,evening,afternoon,77100,1,In-flight meal not included,7064,4,1
Jet Airways,Kolkata,Banglore,morning,evening,44400,1,In-flight meal not included,10844,6,9
SpiceJet,Kolkata,Banglore,morning,morning,8700,0,No info,4174,6,9
Jet Airways,Kolkata,Banglore,afternoon,evening,101700,1,In-flight meal not included,8529,6,12
IndiGo,Banglore,Delhi,evening,mid_night,10200,0,No info,3625,5,21
IndiGo,Banglore,Delhi,mid_night,mid_night,10500,0,No info,3419,5,21
IndiGo,Chennai,Kolkata,mid_night,morning,8700,0,No info,3850,5,24
Air India,Kolkata,Banglore,afternoon,afternoon,75300,2,No info,12802,5,24
SpiceJet,Delhi,Cochin,afternoon,evening,21600,1,No info,9748,3,6
IndiGo,Delhi,Cochin,afternoon,mid_night,30000,1,No info,6104,6,3
IndiGo,Banglore,Delhi,evening,mid_night,10800,0,No info,3943,6,21
IndiGo,Delhi,Cochin,morning,afternoon,33600,1,No info,7514,6,3
Jet Airways,Banglore,New Delhi,evening,evening,9600,0,No info,18308,3,6
Air India,Mumbai,Hyderabad,evening,afternoon,15300,2,No info,17327,3,6
Air India,Delhi,Cochin,afternoon,morning,66900,2,No info,8892,3,27
Multiple carriers,Delhi,Cochin,morning,evening,31200,1,No info,9794,5,27
IndiGo,Banglore,Delhi,mid_night,mid_night,10500,0,No info,4423,4,1
Jet Airways,Kolkata,Banglore,evening,evening,89100,1,In-flight meal not included,10844,5,24
Jet Airways,Delhi,Cochin,evening,evening,89100,1,No info,15554,5,9
Vistara,Chennai,Kolkata,afternoon,evening,8400,0,No info,11982,5,1
IndiGo,Mumbai,Hyderabad,morning,morning,5400,0,No info,4049,6,3
IndiGo,Kolkata,Banglore,afternoon,afternoon,9300,0,No info,5618,3,24
Air India,Delhi,Cochin,evening,evening,82800,2,No info,13591,6,27
Multiple carriers,Delhi,Cochin,morning,mid_night,55800,1,No info,9508,5,27
SpiceJet,Chennai,Kolkata,morning,afternoon,8100,0,No check-in baggage included,3543,6,18
Jet Airways,Banglore,Delhi,evening,evening,11100,0,No info,7229,4,18
Vistara,Banglore,Delhi,morning,afternoon,10200,0,No info,4668,6,18
Jet Airways,Kolkata,Banglore,afternoon,morning,72000,1,No info,14388,5,21
Jet Airways,Kolkata,Banglore,evening,afternoon,61500,1,In-flight meal not included,10844,5,15
Air India,Delhi,Cochin,evening,morning,45900,1,No info,7690,6,9
Jet Airways,Kolkata,Banglore,morning,morning,87000,1,No info,13067,5,21
SpiceJet,Mumbai,Hyderabad,mid_night,morning,5400,0,No check-in baggage included,1965,4,3
Jet Airways,Delhi,Cochin,afternoon,evening,96600,1,No info,16289,3,9
Air India,Kolkata,Banglore,evening,morning,44700,1,No info,10203,5,12
Jet Airways,Kolkata,Banglore,afternoon,evening,34200,1,No info,15149,5,6
Vistara,Kolkata,Banglore,afternoon,evening,23100,1,No info,9345,5,21
SpiceJet,Mumbai,Hyderabad,mid_night,morning,5400,0,No info,2017,5,18
Vistara,Kolkata,Banglore,morning,evening,58500,1,No info,9345,5,15
Air India,Kolkata,Banglore,afternoon,afternoon,89100,1,No info,6528,5,6
Multiple carriers,Delhi,Cochin,morning,afternoon,22800,1,No info,15603,3,3
SpiceJet,Delhi,Cochin,morning,morning,18900,1,No info,5583,6,27
Jet Airways,Delhi,Cochin,afternoon,evening,97200,1,In-flight meal not included,10577,6,9
Air India,Delhi,Cochin,afternoon,morning,70800,2,No info,10651,5,15
Jet Airways,Kolkata,Banglore,afternoon,mid_night,52500,1,In-flight meal not included,7594,6,12
Air Asia,Kolkata,Banglore,morning,morning,13200,1,No info,6857,5,1
IndiGo,Banglore,Delhi,afternoon,afternoon,10200,0,No info,4423,4,27
Jet Airways,Delhi,Cochin,mid_night,afternoon,25500,2,In-flight meal not included,13344,6,12
SpiceJet,Banglore,Delhi,evening,mid_night,10500,0,No info,3971,4,27
Jet Airways,Delhi,Cochin,morning,evening,36000,1,No info,18371,6,24
Jet Airways,Delhi,Cochin,evening,mid_night,119700,2,In-flight meal not included,6643,3,27
Multiple carriers,Delhi,Cochin,morning,evening,27900,1,No info,15077,3,6
Air India,Banglore,Delhi,morning,afternoon,9900,0,No info,6121,5,1
SpiceJet,Mumbai,Hyderabad,afternoon,afternoon,4800,0,No info,5755,3,3
Air India,Delhi,Cochin,evening,morning,45900,1,No info,4487,4,9
SpiceJet,Delhi,Cochin,morning,afternoon,16200,1,No check-in baggage included,5158,5,21
Jet Airways,Kolkata,Banglore,evening,mid_night,31200,1,In-flight meal not included,8586,5,1
Air India,Mumbai,Hyderabad,morning,morning,4800,0,No info,3100,6,1
Jet Airways,Mumbai,Hyderabad,mid_night,mid_night,5100,0,In-flight meal not included,3210,5,9
Jet Airways,Delhi,Cochin,evening,afternoon,62400,1,In-flight meal not included,12373,5,9
Multiple carriers,Delhi,Cochin,morning,evening,43800,1,No info,15135,3,3
Jet Airways,Delhi,Cochin,mid_night,evening,48600,2,No info,13292,6,27
SpiceJet,Mumbai,Hyderabad,afternoon,afternoon,5400,0,No info,2017,6,6
Vistara,Mumbai,Hyderabad,evening,evening,90000,1,No info,12395,3,6
SpiceJet,Chennai,Kolkata,morning,afternoon,8100,0,No check-in baggage included,3543,6,21
Jet Airways,Mumbai,Hyderabad,evening,evening,5400,0,In-flight meal not included,2228,5,6
Air Asia,Delhi,Cochin,afternoon,morning,49800,1,No info,11410,6,3
GoAir,Kolkata,Banglore,afternoon,afternoon,9300,0,No info,3514,6,24
Jet Airways,Kolkata,Banglore,morning,evening,41400,1,In-flight meal not included,13469,6,6
IndiGo,Banglore,Delhi,evening,mid_night,10800,0,No info,3943,4,9
Vistara,Banglore,New Delhi,evening,mid_night,10500,0,No info,7608,3,3
Air India,Banglore,Delhi,morning,afternoon,9900,0,No info,6961,5,27
Multiple carriers,Delhi,Cochin,morning,evening,35100,1,No info,12042,6,1
Jet Airways Business,Banglore,New Delhi,mid_night,afternoon,24000,1,Business class,62427,3,1
Air India,Banglore,New Delhi,morning,evening,39300,2,No info,9586,3,9
SpiceJet,Chennai,Kolkata,morning,morning,8100,0,No check-in baggage included,3543,6,1
Jet Airways,Delhi,Cochin,morning,afternoon,97800,2,No info,13882,6,9
Jet Airways,Kolkata,Banglore,morning,afternoon,26100,1,No info,8781,5,24
Air Asia,Kolkata,Banglore,afternoon,evening,30000,2,No info,5192,6,12
IndiGo,Delhi,Cochin,morning,evening,56400,1,No info,6442,3,27
Jet Airways,Delhi,Cochin,evening,afternoon,49500,1,No info,15554,5,6
Jet Airways,Kolkata,Banglore,evening,afternoon,77100,1,In-flight meal not included,10844,5,21
IndiGo,Mumbai,Hyderabad,afternoon,afternoon,5400,0,No info,2754,4,3
Multiple carriers,Delhi,Cochin,afternoon,evening,25200,1,No info,14067,5,21
GoAir,Delhi,Cochin,morning,afternoon,22200,1,No info,5140,4,27
IndiGo,Delhi,Cochin,morning,mid_night,53700,1,No info,8330,5,9
Jet Airways,Mumbai,Hyderabad,evening,evening,5400,0,No info,5678,3,3
Jet Airways,Banglore,New Delhi,evening,evening,70200,1,In-flight meal not included,11087,3,12
GoAir,Banglore,New Delhi,evening,evening,10500,0,No info,18558,3,1
IndiGo,Mumbai,Hyderabad,mid_night,mid_night,5400,0,No info,16000,3,1
SpiceJet,Banglore,Delhi,evening,mid_night,10500,0,No check-in baggage included,3573,5,6
Multiple carriers,Delhi,Cochin,afternoon,mid_night,45600,1,No info,7670,5,15
Vistara,Banglore,Delhi,afternoon,evening,9300,0,No info,4878,5,15
Jet Airways,Delhi,Cochin,evening,evening,77700,2,In-flight meal not included,11507,6,27
Air Asia,Delhi,Cochin,morning,afternoon,19800,1,No info,8759,6,6
Jet Airways,Delhi,Cochin,afternoon,evening,91800,1,In-flight meal not included,10262,6,12
Air India,Delhi,Cochin,morning,morning,94800,2,No info,10975,5,21
Jet Airways,Delhi,Cochin,evening,mid_night,33000,1,In-flight meal not included,10262,6,6
Multiple carriers,Delhi,Cochin,afternoon,evening,29400,1,In-flight meal not included,6007,6,27
IndiGo,Chennai,Kolkata,morning,afternoon,8700,0,No info,3858,3,21
IndiGo,Delhi,Cochin,afternoon,evening,29400,1,No info,6412,6,27
Air India,Kolkata,Banglore,afternoon,afternoon,9000,0,No info,6245,4,21
Air India,Delhi,Cochin,evening,evening,84600,2,No info,9968,6,9
Multiple carriers,Delhi,Cochin,mid_night,afternoon,38400,1,In-flight meal not included,18260,3,9
IndiGo,Banglore,New Delhi,evening,evening,10500,0,No info,8855,3,3
Jet Airways,Kolkata,Banglore,morning,evening,35400,1,In-flight meal not included,10844,5,24
SpiceJet,Chennai,Kolkata,morning,morning,8100,0,No info,3597,5,27
Jet Airways,Kolkata,Banglore,afternoon,evening,101100,1,No info,13067,5,6
Jet Airways,Banglore,New Delhi,afternoon,morning,64200,1,No info,13817,3,12
Air India,Banglore,New Delhi,morning,evening,59400,1,No info,11602,3,12
Jet Airways,Kolkata,Banglore,afternoon,evening,92700,1,No info,13941,5,9
Jet Airways,Kolkata,Banglore,evening,evening,81900,1,No info,14151,5,15
IndiGo,Banglore,Delhi,mid_night,morning,10200,0,No info,3943,5,15
Jet Airways,Kolkata,Banglore,morning,evening,42300,1,In-flight meal not included,10844,5,12
SpiceJet,Mumbai,Hyderabad,mid_night,morning,5400,0,No info,2753,6,18
Jet Airways,Delhi,Cochin,mid_night,evening,60300,1,No info,14714,6,12
Multiple carriers,Delhi,Cochin,morning,afternoon,32700,1,No info,9646,5,18
Jet Airways,Delhi,Cochin,morning,afternoon,19800,1,No info,15554,5,9
Air India,Banglore,New Delhi,morning,afternoon,26100,2,No info,13261,3,18
Jet Airways,Banglore,New Delhi,morning,mid_night,62700,1,In-flight meal not included,11087,3,18
Jet Airways,Delhi,Cochin,mid_night,evening,48600,2,In-flight meal not included,11507,6,15
Multiple carriers,Delhi,Cochin,evening,mid_night,23400,1,No info,9424,5,9
GoAir,Banglore,Delhi,morning,afternoon,10200,0,No info,4937,4,12
SpiceJet,Banglore,Delhi,evening,mid_night,10500,0,No check-in baggage included,3257,6,6
IndiGo,Banglore,Delhi,morning,morning,10200,0,No info,4823,5,6
IndiGo,Chennai,Kolkata,evening,mid_night,8400,0,No info,5277,5,12
SpiceJet,Kolkata,Banglore,afternoon,evening,9000,0,No info,3873,4,9
Jet Airways,Kolkata,Banglore,afternoon,mid_night,43800,1,In-flight meal not included,10844,5,24
Multiple carriers,Delhi,Cochin,afternoon,mid_night,30600,1,No info,7198,5,27
Air India,Delhi,Cochin,mid_night,morning,10200,0,No info,6094,5,15
IndiGo,Banglore,Delhi,morning,morning,9900,0,No info,3943,5,3
IndiGo,Banglore,Delhi,evening,mid_night,10800,0,No info,3943,5,15
Jet Airways,Kolkata,Banglore,evening,afternoon,57600,1,No info,12681,4,1
Vistara,Banglore,Delhi,afternoon,evening,9300,0,No info,5613,4,15
SpiceJet,Kolkata,Banglore,morning,morning,8700,0,No info,3873,5,24
Jet Airways,Delhi,Cochin,afternoon,afternoon,84900,1,In-flight meal not included,12898,5,27
Jet Airways,Delhi,Cochin,mid_night,mid_night,82500,2,No info,15129,5,9
SpiceJet,Chennai,Kolkata,morning,morning,8100,0,No info,3911,5,9
IndiGo,Delhi,Cochin,evening,mid_night,11700,0,No info,6015,6,12
Jet Airways,Banglore,New Delhi,afternoon,evening,21900,1,No info,54826,3,1
IndiGo,Delhi,Cochin,evening,mid_night,18300,1,No info,5073,3,27
IndiGo,Chennai,Kolkata,mid_night,morning,8400,0,No info,4326,3,21
Jet Airways,Mumbai,Hyderabad,morning,morning,5400,0,No info,8040,6,3
